Year,Region,Plastic_Type,Packaging_Type,Flex_Class,Waste_Generated_tonnes,Collected_tonnes,Reused_tonnes,Recycled_tonnes,Recovered_tonnes,Landfilled_tonnes,Burned_tonnes,Leaked_tonnes,Collection_Cost_GHS,Recycling_Value_GHS,Carbon_Emission_tCO2e,Leakage_Risk_Score,Circularity_Index
2020,Greater Accra,PP,Sachets,Flexible,12182.04,9522.65,247.99,1029.52,833.61,3651.92,3441.01,2977.99,1522773.04,617712.0,20709.47,2.64,27.52
2020,Greater Accra,PP,Films,Flexible,6047.93,4816.22,61.74,722.17,169.06,1939.96,1477.22,1677.78,1249511.33,433302.0,10281.48,3.04,25.68
2020,Greater Accra,PP,Pouches,Flexible,5834.2,4232.04,33.74,214.99,251.26,2398.21,2088.59,847.41,1445311.39,128994.0,9918.14,1.5,27.65
2020,Greater Accra,Multilayer Laminate,Bottles,Rigid,10658.35,7619.38,894.65,1532.77,361.13,5451.0,1967.1,451.7,2000127.1,459831.0,33040.89,0.57,56.92
2020,Greater Accra,Multilayer Laminate,Containers,Rigid,5442.87,3587.95,459.53,593.42,89.32,2463.11,1194.39,643.1,1242313.88,178026.0,16872.9,0.92,49.89
2020,Greater Accra,Multilayer Laminate,Sachets,Flexible,10862.86,7258.65,66.04,151.31,649.87,3708.39,3694.94,2592.31,2229952.82,45393.0,33674.87,2.5,17.92
2020,Greater Accra,Multilayer Laminate,Films,Flexible,5623.32,4181.41,44.08,189.88,164.86,1956.54,1528.25,1739.71,855452.3,56964.0,17432.29,3.01,13.91
2020,Greater Accra,Multilayer Laminate,Pouches,Flexible,6233.22,4737.51,72.89,82.89,309.06,2373.02,2169.15,1226.21,1396933.75,24867.0,19322.98,1.6,21.8
2020,Ashanti,PET,Bottles,Rigid,9818.85,5759.58,469.14,3164.95,250.44,3829.68,1474.97,629.67,836517.52,2848455.0,21601.47,0.69,62.62
2020,Ashanti,PET,Containers,Rigid,5796.62,4020.19,240.44,2069.97,74.38,2224.41,883.01,304.41,829985.53,1862973.0,12752.56,0.42,64.15
2020,Ashanti,PET,Sachets,Flexible,11605.11,7931.55,212.27,1123.41,665.0,3756.71,2992.22,2855.5,1416370.54,1011069.0,25531.24,2.8,28.63
2020,Ashanti,PET,Films,Flexible,5309.96,3734.49,34.47,578.92,278.84,1584.38,1356.64,1476.71,505388.42,521028.0,11681.91,2.8,25.13
2020,Ashanti,PET,Pouches,Flexible,5440.7,3674.45,37.64,355.01,110.76,2448.0,1694.27,795.02,501154.74,319509.0,11969.54,0.97,30.82
2020,Ashanti,HDPE,Bottles,Rigid,9576.16,6467.51,791.56,3285.48,146.95,3539.14,1255.19,557.84,1035093.59,2628384.0,18194.7,0.18,65.98
2020,Ashanti,HDPE,Containers,Rigid,5433.8,3694.68,282.66,1472.22,72.54,2081.34,994.52,530.52,974185.96,1177776.0,10324.22,0.86,57.54
2020,Ashanti,HDPE,Sachets,Flexible,9910.18,5655.1,104.34,672.14,429.08,2726.85,3109.2,2868.57,1717477.98,537712.0,18829.34,2.69,18.1
2020,Ashanti,HDPE,Films,Flexible,5770.41,3764.15,43.85,600.01,321.57,1767.29,1603.54,1434.15,1255190.59,480008.0,10963.78,2.21,27.04
2020,Ashanti,HDPE,Pouches,Flexible,5130.39,3198.56,28.11,279.83,332.07,1972.11,1704.21,814.06,1036310.18,223864.0,9747.74,1.73,29.9
2020,Ashanti,LDPE,Bottles,Rigid,7932.64,5463.3,1001.77,2727.81,195.4,2681.64,1054.87,271.15,1713616.86,1363905.0,19831.6,0.57,69.96
2020,Ashanti,LDPE,Containers,Rigid,5247.43,3471.42,235.16,1537.72,201.48,2014.01,786.54,472.52,521746.16,768860.0,13118.58,1.13,60.02
2020,Ashanti,LDPE,Sachets,Flexible,10577.08,6201.31,94.11,695.98,519.22,3371.79,2825.23,3070.75,1168550.94,347990.0,26442.7,2.97,19.83
2020,Ashanti,LDPE,Films,Flexible,5160.35,3604.32,45.87,518.23,135.01,1704.44,1555.68,1201.12,1034750.51,259115.0,12900.88,2.82,26.02
2020,Ashanti,LDPE,Pouches,Flexible,4573.88,2827.82,45.25,152.04,210.33,1803.56,1340.72,1021.98,570480.03,76020.0,11434.7,2.52,22.66
2020,Ashanti,PP,Bottles,Rigid,7884.59,4343.53,744.13,1704.33,184.04,3596.38,1318.66,337.05,847832.18,1022598.0,13403.8,0.08,60.96
2020,Ashanti,PP,Containers,Rigid,4498.05,3144.27,470.49,1190.13,104.41,1700.83,690.6,341.59,660456.78,714078.0,7646.69,0.67,62.26
2020,Ashanti,PP,Sachets,Flexible,9726.2,5354.73,99.53,382.14,494.51,3517.9,2922.57,2309.55,1433647.95,229284.0,16534.54,1.94,21.76
2020,Ashanti,PP,Films,Flexible,4754.86,3069.04,34.41,393.15,240.06,1376.51,1399.76,1310.97,719993.12,235890.0,8083.26,2.33,21.54
2020,Ashanti,PP,Pouches,Flexible,4266.8,2589.18,40.64,215.62,235.57,1669.83,1285.04,820.1,506144.13,129372.0,7253.56,1.86,27.37
2020,Ashanti,Multilayer Laminate,Bottles,Rigid,6710.83,3942.64,598.44,815.97,303.01,3168.6,1248.98,575.83,1050007.01,244791.0,20803.57,1.14,54.05
2020,Ashanti,Multilayer Laminate,Containers,Rigid,4052.59,2511.32,336.47,400.97,144.52,1986.97,825.7,357.96,494573.32,120291.0,12563.03,0.41,51.86
2020,Ashanti,Multilayer Laminate,Sachets,Flexible,7939.96,5489.6,44.97,194.01,298.68,2373.66,2133.59,2895.05,1760668.2,58203.0,24613.88,3.99,7.9
2020,Ashanti,Multilayer Laminate,Films,Flexible,4112.05,2822.71,25.87,135.04,111.83,1677.05,1347.98,814.28,622338.85,40512.0,12747.36,2.21,22.48
2020,Ashanti,Multilayer Laminate,Pouches,Flexible,4620.49,2666.09,32.54,54.82,251.75,1984.82,1288.71,1007.85,354916.79,16446.0,14323.52,1.96,22.08
2020,Western,PET,Bottles,Rigid,5571.2,2713.44,512.16,1320.57,47.98,2256.63,1053.16,380.7,366407.24,1188513.0,12256.64,0.67,59.5
2020,Western,PET,Containers,Rigid,3182.6,1462.08,205.63,600.39,51.12,1403.74,696.15,225.57,182788.34,540351.0,7001.72,0.87,55.14
2020,Western,PET,Sachets,Flexible,7670.61,4096.3,115.13,219.86,254.61,2604.31,2430.12,2046.58,733245.54,197874.0,16875.34,2.82,16.85
2020,Western,PET,Films,Flexible,3298.06,1763.8,16.37,343.62,119.0,1138.33,969.14,711.6,303061.22,309258.0,7255.73,1.91,28.46
2020,Western,PET,Pouches,Flexible,3756.13,2006.46,21.0,115.22,200.89,1263.58,1321.32,834.12,491610.37,103698.0,8263.49,1.8,20.18
2020,Western,HDPE,Bottles,Rigid,5221.09,2729.09,272.62,1724.89,77.91,2022.83,818.24,304.6,736100.79,1379912.0,9920.07,0.63,63.13
2020,Western,HDPE,Containers,Rigid,2882.44,1518.69,198.4,679.63,22.22,1234.1,488.89,259.2,239774.52,543704.0,5476.64,0.73,57.39
2020,Western,HDPE,Sachets,Flexible,6642.43,3506.59,21.55,456.17,330.64,1890.79,1722.91,2220.37,1215200.42,364936.0,12620.62,3.61,15.45
2020,Western,HDPE,Films,Flexible,2860.26,1315.09,12.2,234.07,83.88,910.06,925.1,694.95,406472.92,187256.0,5434.49,2.31,22.23
2020,Western,HDPE,Pouches,Flexible,3333.13,1982.12,8.08,162.47,101.16,1218.79,1067.87,774.76,601613.57,129976.0,6332.95,2.22,20.46
2020,Western,LDPE,Bottles,Rigid,5385.31,2853.97,282.41,1506.43,108.0,2221.26,1015.43,251.78,524240.13,753215.0,13463.28,0.95,60.84
2020,Western,LDPE,Containers,Rigid,2769.11,1330.01,91.0,662.22,51.27,1263.55,556.29,144.78,185133.06,331110.0,6922.78,0.91,57.24
2020,Western,LDPE,Sachets,Flexible,6329.32,3327.84,96.55,252.07,353.25,2109.51,1547.28,1970.66,1074371.13,126035.0,15823.3,3.04,17.39
2020,Western,LDPE,Films,Flexible,2781.95,1257.14,14.07,151.4,103.43,817.24,857.61,838.2,205045.5,75700.0,6954.88,3.37,15.13
2020,Western,LDPE,Pouches,Flexible,3173.89,1685.71,23.95,101.71,112.96,1194.58,986.88,753.81,393897.94,50855.0,7934.72,2.7,19.68
2020,Western,PP,Bottles,Rigid,4525.75,2154.55,356.45,1093.09,27.54,2008.99,836.05,203.63,481715.85,655854.0,7693.77,0.7,60.3
2020,Western,PP,Containers,Rigid,2892.88,1571.24,133.93,755.37,49.38,1236.23,428.51,289.46,432909.36,453222.0,4917.9,0.83,57.5
2020,Western,PP,Sachets,Flexible,5825.28,2682.23,14.07,307.47,119.09,1716.91,1645.5,2022.24,750098.04,184482.0,9902.98,3.48,10.33
2020,Western,PP,Films,Flexible,2698.66,1300.48,0.86,128.67,103.96,881.48,743.69,840.0,391890.4,77202.0,4587.72,3.28,14.46
2020,Western,PP,Pouches,Flexible,2673.38,1566.81,21.02,117.24,57.13,994.91,967.37,515.71,385010.8,70344.0,4544.75,1.81,22.43
2020,Western,Multilayer Laminate,Bottles,Rigid,4805.89,2242.47,293.1,380.99,151.49,2358.95,1166.55,454.81,419813.24,114297.0,14898.26,1.36,48.4
2020,Western,Multilayer Laminate,Containers,Rigid,2766.21,1578.78,81.78,336.67,110.7,1500.58,540.9,195.58,506367.45,101001.0,8575.25,0.32,51.25
2020,Western,Multilayer Laminate,Sachets,Flexible,5479.48,2910.18,8.43,75.35,87.95,1860.99,1746.61,1700.15,548175.17,22605.0,16986.39,2.9,8.94
2020,Western,Multilayer Laminate,Films,Flexible,2760.54,1262.18,22.79,79.07,104.55,1074.63,741.4,738.1,174386.46,23721.0,8557.67,2.41,18.28
2020,Western,Multilayer Laminate,Pouches,Flexible,2787.6,1268.92,14.79,52.53,128.59,971.19,1056.06,564.44,327083.24,15759.0,8641.56,1.64,19.65
2020,Central,PET,Bottles,Rigid,4777.61,2562.92,410.85,1540.58,66.72,1788.62,722.42,248.42,494381.41,1386522.0,10510.74,0.45,65.06
2020,Central,PET,Containers,Rigid,3290.9,1613.49,224.68,748.12,54.23,1384.96,614.45,264.46,281731.0,673308.0,7239.98,0.82,57.35
2020,Central,PET,Sachets,Flexible,5746.07,2629.84,38.47,298.58,264.93,1882.7,1511.89,1749.5,699126.99,268722.0,12641.35,2.62,17.03
2020,Central,PET,Films,Flexible,2966.74,1347.72,12.74,114.11,52.01,1234.48,880.07,673.33,311147.37,102699.0,6526.83,1.97,20.63
2020,Central,PET,Pouches,Flexible,3189.13,1409.92,5.84,120.98,39.13,1435.49,1131.21,456.48,204221.16,108882.0,7016.09,1.27,26.14
2020,Central,HDPE,Bottles,Rigid,4963.22,2411.17,341.23,1196.97,99.39,2088.6,978.33,258.7,352471.66,957576.0,9430.12,0.37,59.45
2020,Central,HDPE,Containers,Rigid,2812.16,1493.63,148.4,754.58,70.5,1206.36,500.24,132.08,324148.3,603664.0,5343.1,0.38,60.69
2020,Central,HDPE,Sachets,Flexible,6073.83,3080.07,56.17,232.51,290.7,2014.75,1318.96,2160.74,820445.38,186008.0,11540.28,3.11,12.91
2020,Central,HDPE,Films,Flexible,2671.87,1092.6,13.19,166.52,36.79,996.08,826.85,632.44,161525.34,133216.0,5076.55,2.29,21.04
2020,Central,HDPE,Pouches,Flexible,2949.06,1211.03,1.94,85.96,128.89,1172.66,912.3,647.31,310680.04,68768.0,5603.21,1.71,21.02
2020,Central,LDPE,Bottles,Rigid,4540.31,2438.11,374.27,1271.38,75.41,2006.79,647.71,164.75,592003.63,635690.0,11350.78,0.0,64.0
2020,Central,LDPE,Containers,Rigid,2393.01,1108.69,88.15,474.67,44.73,1148.64,522.67,114.15,220550.03,237335.0,5982.53,0.71,55.42
2020,Central,LDPE,Sachets,Flexible,5465.55,2879.47,59.82,222.88,235.18,1757.8,1748.58,1441.29,641190.27,111440.0,13663.88,2.94,18.15
2020,Central,LDPE,Films,Flexible,2823.01,1492.34,27.36,164.02,76.36,948.53,872.53,734.21,421264.82,82010.0,7057.53,2.79,19.5
2020,Central,LDPE,Pouches,Flexible,2585.46,1098.9,9.46,55.54,113.84,1075.99,861.43,469.2,295097.67,27770.0,6463.65,1.95,23.54
2020,Central,PP,Bottles,Rigid,4027.38,1654.27,213.66,749.7,62.83,1976.42,747.45,277.32,574442.4,449820.0,6846.55,0.64,55.22
2020,Central,PP,Containers,Rigid,2589.99,1090.6,107.49,380.64,45.48,1303.05,451.53,301.8,138636.89,228384.0,4402.98,1.05,50.42
2020,Central,PP,Sachets,Flexible,4652.57,1877.33,42.59,149.48,94.43,1273.13,1411.95,1680.99,360846.0,89688.0,7909.37,4.0,6.98
2020,Central,PP,Films,Flexible,2547.39,1334.85,26.27,127.48,137.6,909.76,763.27,583.01,326402.53,76488.0,4330.56,1.94,23.73
2020,Central,PP,Pouches,Flexible,2522.81,1214.12,18.5,110.12,75.59,1028.98,850.7,438.92,161792.35,66072.0,4288.78,1.58,25.68
2020,Central,Multilayer Laminate,Bottles,Rigid,3720.79,2027.69,297.92,375.03,111.42,1914.92,846.06,175.44,471329.45,112509.0,11534.45,0.37,53.38
2020,Central,Multilayer Laminate,Containers,Rigid,2571.12,1367.96,153.68,239.65,83.68,1434.31,496.21,163.59,313776.63,71895.0,7970.47,0.68,51.82
2020,Central,Multilayer Laminate,Sachets,Flexible,4425.17,2409.97,65.75,100.27,175.04,1233.57,1296.56,1553.98,358383.72,30081.0,13718.03,3.81,9.14
2020,Central,Multilayer Laminate,Films,Flexible,2235.06,1188.08,22.43,39.92,80.65,694.86,670.95,726.25,303445.43,11976.0,6928.69,3.12,10.42
2020,Central,Multilayer Laminate,Pouches,Flexible,2239.75,964.18,14.69,25.61,70.23,862.3,811.27,455.65,333191.73,7683.0,6943.23,1.94,18.97
2020,Eastern,PET,Bottles,Rigid,5817.65,3155.05,469.55,1990.52,33.39,2263.61,868.95,191.63,993218.69,1791468.0,12798.83,0.72,66.56
2020,Eastern,PET,Containers,Rigid,2989.32,1678.07,159.13,838.59,58.78,1142.83,512.87,277.12,466798.92,754731.0,6576.5,1.15,58.76
2020,Eastern,PET,Sachets,Flexible,6804.29,3004.16,26.98,255.66,278.68,2128.79,2292.39,1821.79,366623.35,230094.0,14969.44,3.18,15.99
2020,Eastern,PET,Films,Flexible,3391.85,1874.18,11.04,152.25,164.94,1211.55,856.02,996.05,549675.29,137025.0,7462.07,3.21,17.72
2020,Eastern,PET,Pouches,Flexible,3379.88,1833.85,31.03,167.58,62.1,1261.65,1191.92,665.6,391773.61,150822.0,7435.74,1.54,22.87
2020,Eastern,HDPE,Bottles,Rigid,4765.42,2086.11,369.22,1206.22,18.64,2026.84,773.9,370.6,287212.03,964976.0,9054.3,0.78,59.4
2020,Eastern,HDPE,Containers,Rigid,3122.07,1664.48,91.58,694.2,58.22,1488.53,592.31,197.23,507335.22,555360.0,5931.93,1.06,55.91
2020,Eastern,HDPE,Sachets,Flexible,5784.88,3268.33,31.52,300.25,147.83,1949.06,1520.21,1836.01,661174.14,240200.0,10991.27,3.32,14.59
2020,Eastern,HDPE,Films,Flexible,2726.04,1532.54,15.42,193.02,109.54,835.31,865.46,707.29,269181.89,154416.0,5179.48,2.81,20.56
2020,Eastern,HDPE,Pouches,Flexible,3138.59,1721.94,19.03,139.79,66.99,1138.96,1043.31,730.51,319218.47,111832.0,5963.32,1.96,19.5
2020,Eastern,LDPE,Bottles,Rigid,4761.26,2041.12,346.66,883.64,24.33,2273.07,932.76,300.8,576829.89,441820.0,11903.15,0.19,56.08
2020,Eastern,LDPE,Containers,Rigid,2973.58,1250.72,93.41,588.44,33.26,1515.22,587.03,156.22,392505.62,294220.0,7433.95,0.34,55.09
2020,Eastern,LDPE,Sachets,Flexible,5891.02,3314.87,43.14,392.1,184.18,1570.84,1620.53,2080.23,774278.15,196050.0,14727.55,3.42,12.23
2020,Eastern,LDPE,Films,Flexible,2858.51,1522.49,0.13,129.45,131.18,997.97,820.57,779.21,515633.45,64725.0,7146.28,2.93,18.01
2020,Eastern,LDPE,Pouches,Flexible,2672.13,1167.34,18.25,92.88,36.27,1153.31,874.54,496.88,256263.47,46440.0,6680.33,1.82,23.25
2020,Eastern,PP,Bottles,Rigid,4113.68,1970.42,245.08,821.95,89.51,1876.88,846.19,234.07,332525.38,493170.0,6993.26,0.73,56.6
2020,Eastern,PP,Containers,Rigid,2606.27,1461.66,104.62,675.44,57.73,1098.57,516.8,153.11,423702.22,405264.0,4430.66,0.4,58.38
2020,Eastern,PP,Sachets,Flexible,5393.43,2606.22,55.76,151.58,264.16,1977.33,1501.93,1442.67,379590.23,90948.0,9168.83,2.69,18.59
2020,Eastern,PP,Films,Flexible,2498.98,1383.63,0.41,147.54,74.59,938.94,875.61,461.89,322882.31,88524.0,4248.27,1.75,24.65
2020,Eastern,PP,Pouches,Flexible,2637.02,1358.65,0.27,95.24,147.43,1061.67,811.76,520.65,404902.18,57144.0,4482.93,2.25,24.44
2020,Eastern,Multilayer Laminate,Bottles,Rigid,4112.44,2369.43,225.25,415.3,171.7,2101.55,847.16,351.48,293897.09,124590.0,12748.56,0.65,50.68
2020,Eastern,Multilayer Laminate,Containers,Rigid,2591.22,1303.06,110.51,218.86,29.33,1373.64,664.69,194.19,410234.55,65658.0,8032.78,0.27,47.86
2020,Eastern,Multilayer Laminate,Sachets,Flexible,5305.71,2893.27,67.74,94.74,179.74,1850.39,1646.7,1466.4,511295.31,28422.0,16447.7,2.75,15.04
2020,Eastern,Multilayer Laminate,Films,Flexible,2578.59,1278.49,1.48,87.13,136.65,910.78,694.72,747.83,436523.43,26139.0,7993.63,2.48,16.41
2020,Eastern,Multilayer Laminate,Pouches,Flexible,2391.0,1090.44,4.27,22.75,91.47,977.63,723.18,571.7,334283.61,6825.0,7412.1,2.53,17.5
2020,Northern,PET,Bottles,Rigid,3177.31,1274.48,141.71,701.23,48.58,1431.85,693.17,160.77,360392.24,631107.0,6990.08,0.07,56.65
2020,Northern,PET,Containers,Rigid,1812.45,545.87,61.73,261.21,9.38,921.2,342.51,216.42,128355.23,235089.0,3987.39,1.37,49.05
2020,Northern,PET,Sachets,Flexible,3569.47,1217.92,29.48,114.05,85.08,1220.17,1068.58,1052.11,270956.24,102645.0,7852.83,2.66,13.88
2020,Northern,PET,Films,Flexible,1774.49,756.9,14.85,129.99,65.39,710.69,483.94,369.63,256459.56,116991.0,3903.88,2.58,27.8
2020,Northern,PET,Pouches,Flexible,2032.57,908.91,10.35,61.25,58.05,729.48,741.17,432.27,314183.74,55125.0,4471.65,1.82,19.26
2020,Northern,HDPE,Bottles,Rigid,3096.17,1350.5,260.98,768.03,24.73,1338.26,462.32,241.85,310192.33,614424.0,5882.72,1.0,59.92
2020,Northern,HDPE,Containers,Rigid,1666.32,660.02,77.0,267.26,25.53,845.21,283.49,167.83,80574.48,213808.0,3166.01,0.86,52.21
2020,Northern,HDPE,Sachets,Flexible,3809.19,1273.42,24.23,85.69,68.59,1333.21,927.95,1369.52,278371.48,68552.0,7237.46,3.12,8.34
2020,Northern,HDPE,Films,Flexible,1748.29,698.21,1.65,75.88,40.84,659.09,420.04,550.79,205994.17,60704.0,3321.75,3.02,14.44
2020,Northern,HDPE,Pouches,Flexible,1717.25,709.46,13.03,77.12,50.75,733.76,532.95,309.64,177178.43,61696.0,3262.77,1.66,26.23
2020,Northern,LDPE,Bottles,Rigid,2849.04,957.45,98.61,535.57,12.66,1484.88,529.22,188.1,122825.83,267785.0,7122.6,0.34,54.13
2020,Northern,LDPE,Containers,Rigid,1779.08,609.11,88.35,250.68,18.72,865.15,396.69,159.49,112669.57,125340.0,4447.7,0.75,50.8
2020,Northern,LDPE,Sachets,Flexible,3576.28,1580.6,42.32,120.22,142.14,1251.86,968.08,1051.66,404570.33,60110.0,8940.7,2.63,16.4
2020,Northern,LDPE,Films,Flexible,1601.66,685.92,2.84,51.41,22.87,549.02,455.48,520.04,210235.9,25705.0,4004.15,3.58,10.37
2020,Northern,LDPE,Pouches,Flexible,1601.87,647.22,9.98,51.9,25.55,624.13,490.7,399.61,140966.12,25950.0,4004.67,2.03,17.58
2020,Northern,PP,Bottles,Rigid,2406.49,998.29,79.86,494.41,32.66,1266.98,435.72,96.86,189640.86,296646.0,4091.03,0.21,56.65
2020,Northern,PP,Containers,Rigid,1475.89,443.09,54.47,212.52,8.84,725.41,331.03,143.62,96241.24,127512.0,2509.01,0.78,49.66
2020,Northern,PP,Sachets,Flexible,3010.98,1225.15,30.02,69.24,71.36,911.53,834.46,1094.37,359553.47,41544.0,5118.67,3.53,7.29
2020,Northern,PP,Films,Flexible,1588.28,633.97,0.99,78.2,52.06,621.84,507.22,327.97,214922.81,46920.0,2700.08,1.61,23.08
2020,Northern,PP,Pouches,Flexible,1486.78,580.19,3.44,49.03,51.88,623.09,533.55,225.79,118900.99,29418.0,2527.53,1.95,25.86
2020,Northern,Multilayer Laminate,Bottles,Rigid,2597.16,1050.76,174.13,197.08,76.71,1327.43,609.84,211.97,192327.4,59124.0,8051.2,1.12,49.42
2020,Northern,Multilayer Laminate,Containers,Rigid,1373.36,483.15,40.37,100.07,36.7,743.18,305.78,147.26,163222.98,30021.0,4257.42,1.07,45.98
2020,Northern,Multilayer Laminate,Sachets,Flexible,2855.1,926.35,21.85,39.08,55.9,1235.26,808.09,694.92,261092.63,11724.0,8850.81,2.9,17.85
2020,Northern,Multilayer Laminate,Films,Flexible,1444.27,484.19,6.83,29.75,35.44,452.85,445.9,473.5,138112.49,8925.0,4477.24,3.64,8.91
2020,Northern,Multilayer Laminate,Pouches,Flexible,1368.68,574.85,6.35,15.47,23.15,516.55,459.7,347.46,107330.52,4641.0,4242.91,2.91,14.05
2021,Greater Accra,PET,Bottles,Rigid,13966.3,10747.1,1182.78,6455.68,253.22,4122.02,1294.73,657.87,2955716.68,5810112.0,30725.86,0.02,73.21
2021,Greater Accra,PET,Containers,Rigid,8179.15,5669.34,457.39,2713.3,214.67,3147.69,1214.35,431.75,769449.83,2441970.0,17994.13,0.81,64.19
2021,Greater Accra,PET,Sachets,Flexible,15505.86,11085.37,227.95,903.83,349.3,5417.19,4314.77,4292.82,3042271.21,813447.0,34112.89,2.9,19.35
2021,Greater Accra,PET,Films,Flexible,7612.37,5425.72,81.49,492.55,266.88,2550.28,2586.21,1634.96,735323.88,443295.0,16747.21,2.17,23.88
2021,Greater Accra,PET,Pouches,Flexible,7580.57,6031.11,13.67,470.88,534.74,2716.74,2259.39,1585.15,1275283.32,423792.0,16677.25,1.86,26.78
2021,Greater Accra,HDPE,Bottles,Rigid,11433.96,8260.53,927.03,4232.29,276.34,3948.2,1343.52,706.58,1134866.56,3385832.0,21724.52,1.07,67.51
2021,Greater Accra,HDPE,Containers,Rigid,6994.45,4642.99,510.29,2256.43,165.8,2419.63,1300.83,341.47,825084.4,1805144.0,13289.45,0.66,64.03
2021,Greater Accra,HDPE,Sachets,Flexible,15182.53,11257.86,105.68,816.94,865.99,5002.43,3302.95,5088.54,1751842.13,653552.0,28846.81,3.8,16.51
2021,Greater Accra,HDPE,Films,Flexible,7634.87,5973.9,24.21,850.72,474.73,2524.07,1862.9,1898.24,1517806.65,680576.0,14506.25,2.24,28.9
2021,Greater Accra,HDPE,Pouches,Flexible,7217.47,5728.05,45.71,587.25,239.31,2925.05,1913.67,1506.48,698327.12,469800.0,13713.19,2.02,28.36
2021,Greater Accra,LDPE,Bottles,Rigid,10540.08,8034.26,1524.47,3523.64,159.11,3707.27,1196.78,428.81,2053351.32,1761820.0,26350.2,0.52,70.34
2021,Greater Accra,LDPE,Containers,Rigid,7074.6,4855.32,589.46,1697.97,123.09,3035.95,979.95,648.18,860006.03,848985.0,17686.5,0.63,59.24
2021,Greater Accra,LDPE,Sachets,Flexible,13138.8,9028.12,16.93,734.5,794.12,4486.74,3153.1,3953.41,3059114.03,367250.0,32847.0,3.35,18.82
2021,Greater Accra,LDPE,Films,Flexible,7305.11,5650.12,105.4,684.85,233.4,2382.74,2061.28,1837.44,1355651.8,342425.0,18262.77,2.08,25.19
2021,Greater Accra,LDPE,Pouches,Flexible,6707.52,5286.3,61.79,389.39,262.05,2652.14,2155.89,1186.26,1591699.73,194695.0,16768.8,1.72,27.9
2021,Greater Accra,PP,Bottles,Rigid,11081.33,7615.73,1253.97,3436.57,204.26,4237.21,1358.8,590.52,2358522.62,2061942.0,18838.26,0.33,66.66
2021,Greater Accra,PP,Containers,Rigid,6407.32,4185.82,335.3,1801.84,71.82,2832.9,928.0,437.46,1238255.0,1081104.0,10892.44,0.59,60.44
2021,Greater Accra,PP,Sachets,Flexible,13362.21,9207.04,44.05,514.4,314.33,4690.47,4328.81,3470.15,2828852.98,308640.0,22715.76,2.78,16.45
2021,Greater Accra,PP,Films,Flexible,5975.12,4143.02,25.67,384.95,284.97,2053.64,1745.86,1480.03,1286688.56,230970.0,10157.7,2.77,22.45
2021,Greater Accra,PP,Pouches,Flexible,6230.9,4904.14,93.45,297.98,279.33,2348.61,2012.03,1199.5,704188.56,178788.0,10592.53,1.82,26.26
2021,Greater Accra,Multilayer Laminate,Bottles,Rigid,10233.08,7423.79,766.61,1681.72,452.39,4563.33,1972.34,796.69,1640794.47,504516.0,31722.55,0.89,55.53
2021,Greater Accra,Multilayer Laminate,Containers,Rigid,5662.34,4252.68,288.86,816.85,159.44,3019.73,1067.11,310.35,1213332.61,245055.0,17553.25,0.78,54.2
2021,Greater Accra,Multilayer Laminate,Sachets,Flexible,12186.29,8216.05,20.59,148.91,361.43,3820.22,3363.82,4471.32,1184996.47,44673.0,37777.5,3.39,5.54
2021,Greater Accra,Multilayer Laminate,Films,Flexible,6098.36,4519.88,22.18,136.84,284.3,2084.88,2240.49,1329.67,1183074.58,41052.0,18904.92,2.24,18.71
2021,Greater Accra,Multilayer Laminate,Pouches,Flexible,5972.67,4266.53,46.16,145.87,379.72,2440.13,2030.1,930.69,1366233.37,43761.0,18515.28,1.69,27.48
2021,Ashanti,PET,Bottles,Rigid,10190.82,5804.87,886.27,2820.53,126.62,4406.07,1569.89,381.44,1219763.73,2538477.0,22419.8,0.77,63.67
2021,Ashanti,PET,Containers,Rigid,5715.74,3637.08,334.35,1498.2,182.89,2418.62,1036.67,245.01,962146.18,1348380.0,12574.63,0.62,61.05
2021,Ashanti,PET,Sachets,Flexible,11550.45,6372.34,138.3,645.63,588.18,3590.77,2788.93,3798.64,1253659.32,581067.0,25410.99,3.58,16.55
2021,Ashanti,PET,Films,Flexible,6015.82,3496.31,59.79,638.87,201.34,2042.69,1991.87,1081.26,1144719.96,574983.0,13234.8,1.5,31.11
2021,Ashanti,PET,Pouches,Flexible,5548.87,3879.49,30.21,338.44,411.21,2352.54,1659.85,756.62,800563.23,304596.0,12207.51,1.67,34.48
2021,Ashanti,HDPE,Bottles,Rigid,8991.25,6469.39,951.56,3219.77,114.47,3220.31,1134.42,350.72,1326238.31,2575816.0,17083.38,0.35,69.06
2021,Ashanti,HDPE,Containers,Rigid,5711.06,3778.69,456.76,1425.4,94.05,2462.97,825.37,446.51,1152628.05,1140320.0,10851.01,1.05,60.09
2021,Ashanti,HDPE,Sachets,Flexible,11040.89,6197.24,142.51,623.35,545.18,3456.89,2743.34,3529.62,943682.48,498680.0,20977.69,3.37,17.26
2021,Ashanti,HDPE,Films,Flexible,5599.24,3786.11,12.86,370.64,374.75,1814.91,1513.29,1512.79,974339.21,296512.0,10638.56,2.86,21.99
2021,Ashanti,HDPE,Pouches,Flexible,5893.01,3821.01,48.33,218.46,258.22,2224.84,1838.03,1305.13,734322.34,174768.0,11196.72,1.96,22.16
2021,Ashanti,LDPE,Bottles,Rigid,8115.54,5049.69,954.09,2267.73,85.75,3280.22,1261.44,266.31,1560460.85,1133865.0,20288.85,0.49,65.66
